Serial Number,Date Created,TestingSoftwareVersion,Test Result,status_CL_2,status_CL_25,status_CL_8,status_OL,P_CL_2,P_Avg_CL_25,P_Avg_CL_8,P_Avg_OL,P_StdDev_CL_2,P_StdDev_CL_25,P_StdDev_CL_8,P_StdDev_OL,F_Avg_CL_2,F_Avg_CL_25,F_Avg_CL_8,F_Avg_OL,F_StdDev_CL_2,F_StdDev_CL_25,F_StdDev_CL_8,F_StdDev_OL,D_Avg_CL_2,D_Avg_CL_25,D_Avg_CL_8,D_Avg_OL,D_StdDev_CL_2,D_StdDev_CL_25,D_StdDev_CL_8,D_StdDev_OL
3H0003,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,246.33","29,269.73","29,345.34","30,654.55",67.14882,70.42027,28.8404,8.740834,800.6667,"9,983",3196.58,"6,233.87",98.81026,85.31173,61.72995,48.75395,292.2333,3253.697,1066.857,2398.167,19.28842,30.94574,15.97681,11.15279
3H0004,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,287.83","29,315.44","29,401.39","30,665.34",40.22357,51.1248,35.12505,8.785427,812.3333,"10,005.94",3199.267,2800.303,71.47102,91.65825,51.46113,36.28044,732.0967,"7,041.79",2395.077,2451.223,18.29374,31.86817,16.27353,9.804996
3H0004,10/24/2017 9:51,3.2,Fail,Pass,Pass,Fail,Pass,"29,266.10","29,321.50","29,332.44","30,662.18",49.66089,49.14149,41.73206,9.43407,803.6467,"10,030.84",3193.577,3043.517,71.96778,139.4173,53.10498,37.29881,577.1333,"6,795.51",2210.243,2447.61,17.09649,61.87751,17.36159,12.39642
3H0023,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,258.00","29,263.53","29,367.32","30,664.73",51.39153,48.9951,31.66823,10.42175,811.7333,"10,029.34",3195.64,2830.557,66.9982,118.4412,55.27104,33.23856,717.14,"6,949.79",2365.207,2454.9,24.03133,57.50847,18.9855,10.4043
3H0002,10/24/2017 9:51,3.2,Fail,Pass,Pass,Fail,Pass,"29,358.61","29,310.94","29,374.97","30,664.82",46.19531,44.30157,30.68345,8.053024,801.1367,"10,080.98",3198.32,3095.73,65.28601,210.8482,47.97872,28.69904,657.55,"6,544.48",2199.607,2452.21,17.89114,117.002,20.94635,9.396436
3H000N,10/24/2017 9:51,3.2,Fail,Pass,Pass,Fail,Pass,"29,286.73","29,417.45","29,392.06","30,654.79",59.82983,16.30484,21.67167,10.29393,805.71,"10,001.71",3196.223,3049.58,63.12743,44.2604,63.73179,40.58443,648.52,"6,657.56",2181.097,2455.627,15.7537,16.4615,18.40873,10.40914
3H001X,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,381.44","29,451.30","29,437.25","30,640.26",36.48665,18.596,18.14964,11.0919,809.3733,"9,994.59",3203.097,2922.1,48.55815,48.01717,50.39593,43.34257,720.6367,"7,045.91",2338.25,2457.74,16.89103,16.33557,15.04798,14.4702
3H000N,10/24/2017 9:51,3.2,Fail,Pass,Pass,Fail,Pass,"29,354.63","29,457.85","29,394.00","30,648.34",48.64999,15.62019,34.45965,8.99939,804.6333,"9,994.10",3195.873,3123.93,67.91341,40.84639,52.9761,35.45517,582.5067,"6,903.27",2192.917,2465.997,17.42316,18.80063,15.88381,10.95635
3H001W,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,341.44","29,484.33","29,412.14","30,658.90",48.53289,16.89062,31.42225,9.458019,799.85,"10,004.30",3199.97,"4,243.75",63.40634,50.65337,59.70471,37.77869,471.5633,"4,872.23",1597.05,2437.743,16.96327,15.29512,14.78951,10.84365
3H001W,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,397.05","29,430.97","29,496.25","30,659.64",42.48849,36.7459,15.42881,9.421745,795.02,"9,990.97",3200.93,"5,929.83",66.13292,59.19166,46.97574,36.36949,336.11,3457.96,1149.033,2377.463,14.1984,21.27565,13.84239,12.01316
3H000N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,294.30","29,462.60","29,393.43","30,650.19",49.27189,11.95375,34.31201,9.424598,803.4433,"9,994.28",3201.47,"5,968.34",64.78822,54.8811,59.69913,41.76235,331.63,3473.36,1130.857,2393.41,16.02856,15.64964,13.07204,11.308
3H001X,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,270.76","29,392.19","29,405.56","30,661.15",62.10358,40.04411,20.21569,9.561653,793.51,"9,989.24",3197.853,"6,214.09",70.21648,58.23532,54.09589,46.2018,324.99,3309.713,1091.043,2384.963,16.31488,21.45505,14.5197,12.25768
3H0019,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,203.05","29,265.88","29,323.39","30,656.48",57.06278,363.1308,35.88841,8.910636,808.9067,"9,924.19",3199.21,"4,289.59",87.72868,1123.51,52.16268,34.76041,449.7167,"4,736.67",1590.753,2431.363,21.7959,761.2417,14.23266,11.14941
3H000T,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,282.26","29,140.00","29,337.72","30,660.76",67.28546,264.221,29.97426,9.347292,795.6767,"9,604.87",3200.143,"4,273.08",63.25927,506.4924,62.60088,49.50989,474.1667,"4,540.29",1591.397,2431.097,17.80625,482.5654,20.06544,10.6715
3H0022,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,317.74","29,326.31","29,369.51","30,644.32",37.44431,48.00711,31.36834,9.384292,802.11,"9,992.69",3203.607,"5,835.94",66.8251,68.2991,63.58246,36.31042,339.2767,3469.053,1159.257,2392.307,15.19596,19.65983,13.69176,11.52584
3H0028,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,340.22","29,503.78","29,457.79","30,661.26",39.29373,254.0173,19.45079,9.492711,800.9633,"10,305.25",3195.13,3917.387,65.94365,792.4349,51.85339,40.01522,517.1067,"5,474.99",1740.74,2431.43,15.25234,584.1875,16.2878,11.00401
3H0028,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,409.83","29,389.84","29,418.98","30,653.45",36.99557,379.1889,25.978,8.462144,804.29,"10,105.90",3195.927,3924.42,56.77467,1121.725,45.73749,42.09754,532.4767,"5,310.18",1748.7,2441.773,14.87718,835.6443,13.32134,11.28988
3H0019,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,379.52","29,449.36","29,432.98","30,646.25",39.94428,7.276849,34.79938,9.557064,798.87,"9,863.95",3198.887,"5,524.37",67.81055,43.67308,50.87161,33.23291,363.4867,3708.383,1240.457,2409.123,14.39301,14.15985,14.11056,13.72834
3H0018,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,294.44","29,458.56","29,443.91","30,654.04",55.81213,13.57951,17.0564,10.19717,802.6067,"9,999.18",3194.33,"5,873.36",75.76693,45.48576,53.40377,43.83052,343.41,3558.44,1159.34,2409.947,17.01511,10.57022,13.46354,10.65176
3H0021,10/24/2017 9:51,3.2,Fail,Pass,Pass,Fail,Pass,"29,295.32","29,381.58","29,392.04","30,659.33",51.39305,39.86364,21.06008,9.609257,808.6333,"9,985.44",3202.333,2913.89,58.4434,49.48298,64.49913,31.93443,689.0633,"6,911.49",2290.93,2442.823,19.82535,24.80813,14.08499,11.6266
3H0021,10/24/2017 9:51,3.2,Fail,Pass,Fail,Fail,Pass,"29,270.11","29,396.42","29,362.28","30,648.98",52.37058,412.5987,26.71378,9.429243,808.69,"10,362.99",3199.08,3224.997,77.12719,1207.25,46.59422,34.63026,700.6833,"6,560.80",2290.777,2431.083,20.8616,995.3193,16.35023,9.069279
3H001Y,10/24/2017 9:51,3.2,Fail,Pass,Fail,Fail,Pass,"29,319.89","29,396.42","29,378.09","30,648.98",42.19689,412.5987,27.88127,9.429243,795.4733,"10,362.99",3203.443,3224.997,59.04126,1207.25,61.70889,34.63026,622.3167,"6,560.80",2090.18,2431.083,18.85473,995.3193,17.90461,9.069279
3H001M,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,356.38","29,314.93","29,378.75","30,656.22",39.24849,40.85846,34.45722,10.06107,803.15,"9,993.36",3197.043,"5,869.87",72.13525,66.08282,40.50917,40.20433,332.8033,3480.533,1162.773,2392.04,16.00508,21.74327,13.41383,11.31685
3H000N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,412.42","29,491.55","29,511.22","30,660.97",40.01305,7.139675,21.24632,9.816273,799.0667,"9,945.94",3197.743,"5,714.35",56.60272,50.77629,50.10128,40.53356,343.8433,3617.173,1182.093,2393.147,13.78083,14.83133,14.81346,10.18642
3H000N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,355.64","29,519.14","29,451.59","30,650.08",36.3227,17.53916,20.28385,9.540801,806.72,"9,998.06",3196.573,3476.537,50.21839,44.64883,47.78449,35.8589,603.7967,"6,037.52",1973.947,2446.97,15.31087,15.1494,14.83706,13.15277
3H001W,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"28,955.70","29,443.32","28,840.09","30,649.06",10.99592,14.3424,48.69377,9.881617,269.45,"9,995.43",989.7367,"5,948.99",15.85795,57.67613,322.0683,36.78045,"10,658.63",3502.127,"10,856.45",2407.603,18.84851,15.26628,52.83498,9.926045
3H000U,10/24/2017 9:51,3.2,Fail,Pass,Fail,Fail,Pass,"29,363.69","29,480.06","29,408.86","30,664.03",44.93883,15.24035,29.34767,9.095864,805.1067,"9,997.98",3192.673,2816.177,69.79518,54.77709,46.66453,36.19101,614.85,"7,283.77",2009.513,2444.387,16.97655,17.85692,15.8415,12.61877
3H001A,10/24/2017 9:51,3.2,Fail,Pass,Fail,Fail,Pass,"29,385.68","29,480.06","29,480.66","30,664.03",42.5286,15.24035,14.75856,9.095864,808.0733,"9,997.98",3202.417,2816.177,80.18166,54.77709,48.31967,36.19101,697.82,"7,283.77",2379.91,2444.387,20.11442,17.85692,15.90065,12.61877
3H000H,10/24/2017 9:51,3.2,Fail,Pass,Pass,Fail,Pass,"29,313.01","29,472.04","29,385.03","30,647.30",38.21823,22.32542,30.19807,9.374593,802.0667,"9,993.03",3199.393,3260.187,61.04659,53.26229,50.29943,36.00496,528.4033,"6,588.20",2090.19,2467.523,18.59759,21.50324,14.30482,9.615295
3H001W,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,307.71","29,384.84","29,410.84","30,649.17",41.42805,7.088284,19.52429,9.924147,800.9967,"9,792.19",3200.943,"5,265.21",63.04416,49.24222,60.64103,44.71912,378.0133,3838.967,1297.857,2429.667,17.80461,13.67548,15.57121,10.77605
3H000N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,294.71","29,465.26","29,432.47","30,659.24",50.37633,16.48996,17.48216,8.25165,800.6567,"9,994.18",3199.287,"4,811.63",71.10177,57.76293,51.04971,37.85882,416.63,"4,314.06",1413.79,2409.363,15.70695,17.99314,14.99723,10.51539
3H000N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,389.53","29,457.43","29,453.91","30,658.99",42.68044,21.81709,16.55749,9.961605,801.23,"9,993.87",3202.47,3504.603,67.58261,51.69109,46.98778,36.96317,581.9067,"5,868.30",1944.82,2428.493,17.6568,15.56151,15.92418,12.73647
3H001X,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,303.36","29,457.48","29,421.32","30,656.02",46.68622,8.98213,21.7284,8.738625,804.8933,"9,938.03",3198.303,"5,618.57",79.2375,58.45311,60.91296,41.84892,350.5733,3683.883,1207.37,2417.883,18.59298,18.21547,16.80197,9.821998
3H002J,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,334.65","29,386.24","29,458.16","30,659.78",52.37358,35.45861,15.98658,9.505148,802.0667,"10,105.81",3203.197,3574.753,66.02446,275.8665,50.6823,33.67471,571.18,"5,739.82",1900.19,2435.1,17.8747,141.8143,16.0026,9.784948
3H0020,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,322.85","29,485.74","29,420.81","30,663.30",47.3474,16.5008,18.80213,8.97964,798.22,"10,003.08",3199.743,3706.26,78.10939,44.23408,48.26991,38.81269,469.77,"5,774.99",1824.767,2436.5,18.66363,13.93999,16.77955,11.88236
3H001Z,10/24/2017 9:51,3.2,Fail,Pass,Fail,Fail,Pass,"29,272.50","29,349.70","29,359.64","30,656.42",70.85381,332.3625,59.81423,10.14968,802.3367,"10,142.46",3196.843,3749.253,75.70323,936.1145,45.93985,36.01717,463.67,"5,715.54",1816.36,2443.733,17.16503,726.4067,13.19011,11.25943
3H001N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,305.46","29,383.71","29,452.08","30,663.96",44.57595,33.81978,16.97249,10.29101,798,"9,981.89",3202.113,3491.107,68.80418,54.25114,48.25312,41.49744,555.1433,"5,836.76",1938.063,2445.35,17.93008,26.43522,18.02497,10.26114
2.00E+12,10/24/2017 9:51,3.2,n/a,Fail,Fail,Fail,Fail,"24,771.66","25,251.40","25,139.80","23,732.91",244.173,200.5778,205.9894,17.44221,260.52,260.6367,259.29,261.2167,19.19647,24.9421,19.00818,23.72279,"22,426.89","21,998.22","22,135.81","16,425.78",393.2742,398.2009,391.6349,42.02881
2B0011,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,356.12","29,480.70","29,476.06","30,657.21",45.40989,15.41921,14.65753,9.994044,801.2,"9,996.47",3201.617,"4,228.74",78.30727,41.22479,58.2618,38.07426,451.6367,"4,908.99",1602.147,2423.913,17.02261,16.42494,17.10534,10.94772
2B000Y,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,371.49","29,384.92","29,411.95","30,651.71",45.64287,376.5114,26.13955,8.731506,801.01,"10,022.36",3196.94,"4,332.85",64.74522,1157.304,42.75292,32.82794,454.4,"4,787.10",1569.437,2431.47,18.02087,799.775,13.05487,10.31056
3B002T,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,369.14","29,485.55","29,467.46","30,656.87",47.05097,18.06245,20.75449,9.149533,802.9633,"9,999.54",3197.547,3920.47,71.86605,44.0891,65.76431,32.15838,490.5633,"5,340.63",1727.23,2431.043,17.89414,15.54839,18.73528,10.7126
1K001C,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,416.18","29,400.21","29,440.73","30,649.14",37.68814,318.9228,31.52563,8.528493,796.8667,"10,152.75",3200.573,3986.74,61.1328,1005.032,52.6729,36.75191,490.9133,"5,306.98",1709.003,2442.46,14.04446,700.4299,14.15325,10.75436
3H002G,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,384.60","29,475.41","29,489.31","30,664.50",47.22049,17.59034,20.19503,9.250573,803.3733,"10,002.47",3205.313,3701.213,76.25531,46.95853,53.30051,35.28347,525.09,"5,643.94",1829.007,2435.5,18.64679,14.35683,16.79952,9.475843
3H002G,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,335.50","29,425.61","29,467.00","30,657.77",51.39191,32.13162,21.83901,9.049134,797.0933,"10,084.12",3198.603,3612.103,68.2974,221.5802,64.74059,29.81636,530.5633,"5,742.08",1869.94,2443.06,16.66819,116.2226,17.64171,10.62721
3H001W,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,326.77","29,447.77","29,454.09","30,658.73",46.98868,33.46114,20.17257,9.364076,795.0533,"9,982.72",3199.07,"5,816.39",80.1214,54.52481,67.97257,48.189,318.0933,3546.43,1147.8,2393.183,18.77934,19.2939,19.46636,11.13684
3H001W,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,421.53","29,417.96","29,456.99","30,662.16",44.32024,283.1217,33.78092,9.21605,795.63,"10,115.19",3194.737,"4,024.56",77.49651,863.7907,51.76017,39.85568,478.8067,"5,132.55",1676.763,2424.323,17.34033,603.746,17.16044,10.57504
3H001X,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,415","29,523.62","29,517.32","30,659.92",44.45321,12.84472,16.12139,8.190447,806.43,"10,004.53",3201.993,3713.023,64.47963,42.6744,57.0242,32.7375,549.1633,"5,621.54",1847.383,2436.933,20.3972,13.95763,16.09651,11.60589
3H001X,10/24/2017 9:51,3.2,Fail,Fail,nan,Fail,nan,"29,436.35",0,"29,485.42",0,36.85209,0,27.12088,0,804.8867,0,3196.093,0,63.53474,0,46.91894,0,724.3733,0,2430.49,0,18.15561,0,16.84009,0
3H002J,10/24/2017 9:51,3.2,Fail,Pass,nan,Fail,nan,"29,398.52",0,"29,529.81",0,39.50285,0,16.77208,0,801.7833,0,3199.113,0,54.76346,0,59.06736,0,638.45,0,2142.74,0,16.02826,0,18.77375,0
3H002G,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Fail,"29,322.88","29,352.04","29,433.65","30,343.99",44.35878,6.679385,19.01274,4.523101,802.7467,"9,471.29",3197.64,3922.353,66.4134,48.76211,50.41665,29.46224,395.0267,3795.787,1332.027,1809.3,17.03736,13.83688,16.46433,8.826583
3H000N,10/24/2017 9:51,3.2,Fail,Pass,Pass,Pass,Fail,"29,392.66","29,292.36","29,409.73","30,344.49",31.78922,32.21146,35.58592,4.392729,803.4433,"9,803.60",3198.233,3931.143,75.50867,110.7944,50.57522,27.78304,386.9033,3859.343,1327.217,1804.37,17.8533,25.2173,18.51244,8.961117
3H000N,10/24/2017 9:51,3.2,Fail,Fail,nan,Fail,nan,"29,287.79",0,"29,416.92",0,52.9501,0,25.99622,0,806.81,0,3198.403,0,61.0167,0,44.69256,0,810.5933,0,2030.07,0,19.64074,0,16.41878,0
3H000N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,289.95","29,326.98","29,417.53","30,661.17",47.43384,48.38312,36.25645,9.219611,801.05,"9,983.00",3202.44,"5,641.72",72.6436,60.51879,56.35032,42.04335,337.6867,3632.857,1207.853,2407.573,16.55655,19.53058,16.5705,12.63494
3H0025,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Pass,"29,344.83","29,433.55","29,410.15","30,655.01",44.60303,324.5319,33.42258,8.625169,803.2167,"10,236.31",3192.887,3319.537,65.39325,1019.35,52.30808,34.02504,837.07,"5,595.67",2032.153,2423.29,16.90525,724.9546,17.04773,10.23061
3H0025,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,431.47","29,426.77","29,426.34","30,657.71",40.57188,101.75,32.85793,9.705958,802.6467,"10,241.19",3200.687,3541.283,59.70151,529.2932,48.08164,36.03613,552.77,"5,966.81",1947.957,2438.14,17.7354,323.3288,17.16622,12.08393
2J001M,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Pass,"29,292.72","29,412.26","29,376.33","30,656.88",61.41625,351.9125,24.5548,8.944106,798.1433,"10,193.70",3194.43,3320.98,69.05395,1098.476,56.27699,38.27929,849.8567,"5,554.61",2054.413,2438.387,16.6936,772.8411,20.46149,11.38738
2J0014,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,325.56","29,308.33","29,381.01","30,662.88",46.25926,54.8938,27.79153,8.73321,799.4067,"9,984.11",3196.973,"5,585.12",78.26576,63.4173,47.68143,38.64336,328.6033,3637.63,1191.793,2402.983,16.95423,32.77405,14.24218,13.33492
2H0029,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Pass,"29,431.45","29,399.62","29,471.26","30,657.20",46.84887,351.2865,23.57663,8.960284,792.5167,"10,190.44",3194.353,3357.17,61.85275,1129.955,46.82191,39.29931,776.44,"5,476.80",2016.25,2417.383,18.46233,781.4284,17.22574,13.49788
3B003B,10/24/2017 9:51,3.2,Fail,Fail,Fail,Pass,Fail,"29,375.24","29,124.26","29,520.01","29,239.79",39.06484,12.42705,14.56309,15.25784,748.55,"8,554.86",3196.657,263.4,74.68304,39.92746,52.04763,12.8042,405.3733,3207.663,1317.93,203.61,20.76602,10.37009,14.14866,15.45409
3H0027,10/24/2017 9:51,3.2,Fail,Fail,Fail,Pass,Fail,"29,352.35","29,134.68","29,486.41","29,256.60",49.11678,12.90148,14.75851,15.82921,766.5967,"8,581.55",3200.533,261.14,79.39728,43.2137,56.56881,15.37665,403.61,3230.41,1314.987,195.9867,18.55191,9.737456,15.81872,15.1573
3H0020,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Fail,"29,502.78","28,933.52","29,479.14","28,768.93",35.52468,15.67747,33.02045,15.5903,517.9267,"7,567.34",3141.493,264.12,259.0432,50.55731,56.51744,14.48115,326.9533,2725.623,1272.367,201.27,78.80395,12.59033,19.53528,16.11285
3H0027,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,366.96","29,558.65","29,520.21","30,656.27",61.55464,19.46955,20.0481,8.665796,802.5133,"10,000.06",3200.53,"4,066.53",77.93548,58.51626,64.76269,35.80554,474.19,"5,190.29",1684.537,2432.2,17.15048,17.90411,16.4608,10.17137
3H0025,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,451.78","29,481.36","29,467.10","30,660.56",40.96979,282.729,32.34164,9.62664,806.3467,"10,144.69",3190.223,"4,102.88",62.65481,863.0423,48.81272,37.88125,472.59,"5,149.90",1669.957,2426.103,16.46051,606.9978,16.84857,10.68196
3H0025,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,379.28","29,559.16","29,496.34","30,659.75",49.90126,16.49163,17.59614,8.180762,802.3333,"9,993.94",3201.39,"4,220.28",82.2602,54.91513,51.9503,37.04691,458.8567,"4,989.48",1617.083,2431.133,18.79755,16.6695,14.7106,10.12451
3H0025,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Fail,"29,557.90","28,628.12","29,422.87","28,390.12",56.55173,31.89182,19.81782,15.59383,258.9067,"6,858.82",3011.8,262.7367,21.12848,80.68093,59.18085,14.53966,252.11,2482.26,1280.423,201.87,15.10719,21.90342,16.21812,14.68478
3H0029,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,406.78","29,537.68","29,519.24","30,651.90",67.7255,16.95068,18.9671,7.947728,800.5033,"9,997.21",3196.997,3780.473,70.63744,41.00792,47.08072,27.48384,501.19,"5,595.23",1808.937,2464.453,20.82865,14.10994,17.33385,8.40471
3H0029,10/24/2017 9:51,3.2,Pass,Pass,nan,Pass,nan,"29,400.21",0,"29,502.49",0,54.83055,0,22.69214,0,800.1167,0,3194.43,0,84.96843,0,57.08244,0,493.8367,0,1798.257,0,18.56292,0,19.70511,0
3B0039,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,399.36","29,516.71","29,501.98","30,662.50",48.49531,15.6169,17.2794,8.062153,803.0967,"9,993.42",3201.927,3553.617,60.64834,45.62794,41.44081,39.52149,584.75,"5,837.39",1935.747,2448.627,16.25358,16.69451,14.32388,9.41927
2H002E,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,414.37","29,408.92","29,517.12","30,665.30",47.44946,44.58309,34.89715,8.719995,800.1167,"9,952.79",3199.183,"5,609.38",68.38112,99.15625,49.7521,40.18659,340.6367,3665.883,1231.883,2404.117,16.05348,22.42378,12.98277,10.84
2H002E,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,400.86","29,663.16","29,458.29","30,658.56",49.44442,374.0411,34.88673,9.501395,800.1433,"10,301.27",3202.72,"5,572.93",65.0769,1336.809,49.77555,32.52297,344.3733,3957.59,1223.08,2411.777,17.4412,773.5267,15.26458,10.34774
2H0039,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,338.59","29,422.28","29,502.67","30,663.12",54.48997,16.07787,16.39099,9.273198,797.41,"9,817.33",3196.823,"5,452.99",76.16234,81.10733,54.00906,40.76413,356.15,3724.22,1254.123,2411.567,17.29041,24.11635,17.66845,10.14749
3H002C,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,346.41","29,346.87","29,460.72","30,666.14",55.42747,64.69762,20.19484,9.374845,800.4,"9,978.06",3201.57,"6,000.83",57.81049,82.41965,46.41209,36.1487,271.5667,3415.163,1108.753,2402.853,15.37017,29.95616,14.37235,11.17523
3H0024,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,369.50","29,419.89","29,512.36","30,663.22",50.28629,30.36581,17.0279,8.294568,804.7067,"10,026.09",3200.633,3577.817,59.73849,102.6115,46.58712,36.71484,562.42,"5,798.52",1930.597,2440.33,18.07554,45.09751,16.98925,10.85961
3H0024,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,328.16","29,491.43","29,497.30","30,651.41",55.1527,14.4784,17.47074,9.973322,802.1467,"9,994.54",3203.853,"4,021.68",63.45503,49.65507,48.86545,41.48417,486.7067,"5,105.83",1684.927,2412.143,17.41389,19.87658,17.29538,11.03928
3H002H,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,425.54","29,409.35","29,475.64","30,664.30",37.96667,141.3494,28.77674,8.764903,804.57,"10,168.23",3192.443,3700.887,61.59899,523.8256,41.06753,33.81357,540.7367,"5,657.64",1860.973,2438.06,19.04807,353.1842,15.26098,9.623172
3C006N,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Fail,"29,341.00","29,281.93","29,395.74","30,663.52",33.74526,56.10785,20.05733,9.180673,813.0333,"9,916.82",3186.317,1826.463,47.18355,79.64014,35.25007,35.32027,983.71,"10,674.70",3581.277,2480.947,17.14797,118.426,16.7957,10.26204
3B003P,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,293.93","29,269.96","29,406.98","30,659.79",43.29753,51.7921,32.4006,9.218974,799.3933,"9,924.86",3202.213,"5,106.13",68.93768,105.3747,64.77456,43.542,382.2933,3934.433,1336.39,2415.813,13.4042,26.88726,17.56915,10.82604
3B003K,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,374","29,370.12","29,483.68","30,666.36",40.96283,29.76483,27.46943,8.259773,795.37,"9,986.62",3197.98,3970.183,66.48567,48.23616,54.06127,42.80485,501.9967,"5,125.18",1709.28,2434.6,15.8933,22.23519,11.561,9.61819
3C006T,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,382.60","29,454.42","29,485.48","30,661.78",34.81345,18.45773,13.34322,8.103134,800.91,"10,003.62",3204.757,3753.39,47.98591,47.99867,56.14389,34.02935,548.68,"5,501.82",1847.117,2451.2,17.6695,14.12909,17.50593,8.614235
2E000N,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,310.76","29,472.80","29,462.41","30,657.43",45.002,22.6355,17.57388,8.851277,807.35,"9,988.99",3200.33,2898.96,56.9737,38.85698,55.7562,35.69233,936.93,"6,430.59",2344.337,2451.833,19.43215,22.46108,14.25746,9.474471
3H002D,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Pass,"29,269.99","29,314.75","29,439.28","30,658.11",55.79419,69.22196,17.76919,8.61864,760.9633,"9,970.44",3184.26,"5,637.75",79.52377,82.21352,53.95487,37.37076,2383.17,"7,814.57","7,245.29",2410.833,53.91943,45.80857,25.9147,10.81966
3H002F,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Pass,"29,331.12","29,314.75","29,459.96","30,658.11",32.43821,69.22196,132.4792,8.61864,788.1033,"9,970.44",3325.943,"5,637.75",67.6992,82.21352,393.4817,37.37076,3055.433,"7,814.57","4,390.34",2410.833,24.22136,45.80857,290.9537,10.81966
